
0;32,21
50;32,21
100;43,16
150;43,16
200;43,16
250;43,16
300;43,16
350;49,01
400;49,01
450;49,01
500;49,01
550;49,01
600;52,33
650;52,33
700;52,33
750;52,33
800;52,33
850;54,45
900;54,45
950;54,45
1000;54,45
1050;54,45
1100;56,05
1150;56,05
1200;56,05
1250;56,05
1300;56,05
1350;57,31
1400;57,31
1450;57,31
1500;57,31
1550;57,31
1600;58,41
1650;58,41
1700;58,41
1750;58,41
1800;58,41
1850;59,58
1900;59,58
1950;59,58
2000;59,58
2050;59,58
2100;59,58
2150;60,38
2200;60,38
2250;60,38
2300;60,38
2350;60,38
2400;60,77
2450;60,77
2500;60,77
2550;60,77
2600;60,77
2650;60,65
2700;60,65
2750;60,65
2800;60,65
2850;60,65
2900;60,72
2950;60,72
3000;60,72
3050;60,72
3100;60,72
3150;60,33
3200;60,33
3250;60,33
3300;60,33
3350;60,33
3400;59,98
3450;59,98
3500;59,98
3550;59,98
3600;59,98
3650;59,69
3700;59,69
3750;59,69
3800;59,69
3850;59,69
3900;59,69
3950;59,37
4000;59,37
4050;59,37
4100;59,37
4150;59,37
4200;58,72
4250;58,72
4300;58,72
4350;58,72
4400;58,72
4450;58,69
4500;58,69
4550;58,69
4600;58,69
4650;58,69
4700;58,61
4750;58,61
4800;58,61
4850;58,61
4900;58,61
4950;59,16
5000;59,16
5050;59,16
5100;59,16
5150;59,16
5200;59,67
5250;59,67
5300;59,67
5350;59,67
5400;59,67
5450;60,38
5500;60,38
5550;60,38
5600;60,38
5650;60,38
5700;60,52
5750;60,52
5800;60,52
5850;60,52
5900;60,52
5950;60,52
6000;61,07
6050;61,07
6100;61,07
6150;61,07
6200;61,07
6250;60,88
6300;60,88
6350;60,88
6400;60,88
6450;60,88
6500;60,78
6550;60,78
6600;60,78
6650;60,78
6700;60,78
6750;60,47
6800;60,47
6850;60,47
6900;60,47
6950;60,47
7000;59,78
7050;59,78
7100;59,78
7150;59,78
7200;59,78
7250;59,49
7300;59,49
7350;59,49
7400;59,49
7450;59,49
7500;58,64
7550;58,64
7600;58,64
7650;58,64
7700;58,64
7750;58,61
7800;58,61
7850;58,61
7900;58,61
7950;58,61
8000;58,61
8050;58,70
8100;58,70
8150;58,70
8200;58,70
8250;58,70
8300;58,54
8350;58,54
8400;58,54
8450;58,54
8500;58,54
8550;59,68
8600;59,68
8650;59,68
8700;59,68
8750;59,68
8800;59,79
8850;59,79
8900;59,79
8950;59,79
9000;59,79
9050;60,17
9100;60,17
9150;60,17
9200;60,17
9250;60,17
9300;61,18
9350;61,18
9400;61,18
9450;61,18
9500;61,18
9550;61,35
9600;61,35
9650;61,35
9700;61,35
9750;61,35
9800;61,00
9850;61,00
9900;61,00
