0;62,19
50;63,79
100;64,93
150;65,41
200;65,50
250;65,38
300;65,14
350;64,80
400;64,46
450;64,15
500;63,86
550;63,61
600;63,03
650;62,62
700;62,32
750;62,09
800;61,92
850;61,44
900;61,12
950;60,91
1000;60,76
1050;60,66
1100;60,47
1150;60,35
1200;60,26
1250;60,21
1300;60,17
1350;60,04
1400;59,96
1450;59,91
1500;59,88
1550;59,86
1600;59,82
1650;59,80
1700;59,79
1750;59,78
1800;59,78
1850;59,78
1900;59,64
1950;59,55
2000;59,50
2050;59,47
2100;59,45
2150;59,61
2200;59,71
2250;59,77
2300;59,81
2350;59,83
2400;60,22
2450;60,46
2500;60,60
2550;60,68
2600;60,72
2650;60,96
2700;61,10
2750;61,17
2800;61,22
2850;61,24
2900;61,79
2950;62,12
3000;62,31
3050;62,42
3100;62,48
3150;62,60
3200;62,66
3250;62,69
3300;62,70
3350;62,70
3400;62,55
3450;62,45
3500;62,38
3550;62,34
3600;62,31
3650;62,29
3700;62,08
3750;61,94
3800;61,86
3850;61,82
3900;61,79
3950;61,46
4000;61,26
4050;61,14
4100;61,07
4150;61,03
4200;60,70
4250;60,50
4300;60,39
4350;60,32
4400;60,29
4450;60,27
4500;60,26
4550;60,26
4600;60,27
4650;60,28
4700;59,96
4750;59,77
4800;59,65
4850;59,59
4900;59,56
4950;59,61
5000;59,65
5050;59,67
5100;59,69
5150;59,71
5200;59,80
5250;59,86
5300;59,89
5350;59,92
5400;59,93
5450;60,38
5500;60,65
5550;60,81
5600;60,91
5650;60,96
5700;60,99
5750;61,13
5800;61,21
5850;61,25
5900;61,27
5950;61,28
6000;61,64
6050;61,86
6100;61,99
6150;62,06
6200;62,09
6250;62,04
6300;62,01
6350;61,98
6400;61,96
6450;61,94
6500;62,09
6550;62,18
6600;62,22
6650;62,25
6700;62,26
6750;61,89
6800;61,66
6850;61,52
6900;61,44
6950;61,39
7000;61,26
7050;61,19
7100;61,15
7150;61,12
7200;61,11
7250;60,95
7300;60,85
7350;60,80
7400;60,77
7450;60,75
7500;60,57
7550;60,46
7600;60,40
7650;60,36
7700;60,35
7750;60,34
7800;60,06
7850;59,90
7900;59,80
7950;59,75
8000;59,72
8050;59,64
8100;59,59
8150;59,57
8200;59,56
8250;59,56
8300;59,55
8350;59,55
8400;59,56
8450;59,56
8500;59,57
8550;59,83
8600;60,00
8650;60,10
8700;60,16
8750;60,20
8800;60,45
8850;60,61
8900;60,70
8950;60,75
9000;60,78
9050;61,78
9100;62,38
9150;62,74
9200;62,95
9250;63,06
9300;63,79
9350;64,22
9400;64,46
9450;64,60
9500;64,66
9550;65,25
9600;65,60
9650;65,79
9700;65,89
9750;65,94
9800;65,95
9850;66,14
9900;66,24
9950;66,29
10000;66,31
10050;66,31
10100;66,77
10150;67,04
10200;67,19
10250;67,28
10300;67,31
10350;67,62
10400;67,79
10450;67,89
10500;67,94
10550;67,96
10600;68,26
10650;68,44
10700;68,54
10750;68,59
10800;68,61
10850;68,68
10900;68,72
10950;68,74
11000;68,74
11050;68,73
11100;68,70
11150;68,68
11200;68,66
11250;68,65
11300;68,64
11350;68,66
11400;68,68
11450;68,68
11500;68,69
11550;68,69
11600;69,00
11650;69,18
11700;69,29
11750;69,36
11800;69,39
11850;69,41
11900;70,14
11950;70,59
12000;70,85
12050;71,00
12100;71,08
12150;71,67
12200;72,02
12250;72,22
12300;72,33
12350;72,38
12400;72,86
12450;73,15
12500;73,31
12550;73,39
12600;73,43
12650;74,35
12700;74,90
12750;75,22
12800;75,40
12850;75,49
12900;76,11
12950;76,48
13000;76,68
13050;76,79
13100;76,83
13150;77,32
13200;77,60
13250;77,76
13300;77,83
13350;77,86
13400;78,11
13450;78,24
13500;78,31
13550;78,34
13600;78,34
13650;78,65
13700;78,82
13750;78,92
13800;78,97
13850;78,99
13900;78,99
13950;79,51
14000;79,82
14050;80,00
14100;80,10
14150;80,15
14200;80,32
14250;80,41
14300;80,46
14350;80,48
14400;80,48
14450;80,87
14500;81,09
14550;81,22
14600;81,29
14650;81,33
14700;81,82
14750;82,12
14800;82,28
14850;82,38
14900;82,42
14950;83,16
15000;83,60
15050;83,86
15100;84,00
15150;84,07
15200;84,84
15250;85,30
15300;85,56
15350;85,70
15400;85,77
15450;86,98
15500;87,70
15550;88,12
15600;88,35
15650;88,46
15700;89,86
15750;90,68
15800;91,16
15850;91,42
15900;91,55
15950;91,60
16000;92,48
16050;92,99
16100;93,27
16150;93,42
16200;93,48
16250;94,17
16300;94,57
16350;94,79
16400;94,90
16450;94,94
16500;95,32
16550;95,53
16600;95,64
16650;95,68
16700;95,69
16750;95,75
16800;95,78
16850;95,78
16900;95,77
16950;95,75
17000;95,70
17050;95,67
17100;95,64
17150;95,61
17200;95,59
17250;96,00
17300;96,25
17350;96,39
17400;96,47
17450;96,51
17500;97,40
17550;97,94
17600;98,26
17650;98,44
17700;98,53
17750;98,58
17800;99,63
17850;100,26
17900;100,63
17950;100,83
18000;100,93
18050;101,59
18100;101,97
18150;102,19
18200;102,30
18250;102,35
18300;104,88
18350;106,41
18400;107,31
18450;107,82
18500;108,09
18550;111,39
18600;113,37
18650;114,52
18700;115,16
18750;115,49
18800;119,99
18850;122,69
18900;124,26
18950;125,13
19000;125,56
19050;132,58
19100;136,79
19150;139,25
19200;140,61
